experiment_id,characterization_id,linecut_id,q_units,intensity_units,q,intensity
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.699346,2.86627e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.702614,2.9479e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.705882,3.03185e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.70915,3.11819e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.712418,3.20699e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.715686,3.29832e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.718954,3.44021e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.722222,3.58821e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.72549,3.6904e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.728758,3.90358e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.732026,4.07152e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.735294,4.24667e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.738562,4.42936e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.74183,4.61992e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.745098,4.8868e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.748366,5.02596e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.751634,5.1691e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.754902,5.4677e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.75817,5.62341e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.761438,5.86533e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.764706,6.03237e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.767974,6.11766e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.771242,6.29188e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.77451,6.38084e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.777778,6.47106e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.781046,6.56256e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.784314,6.56256e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.787582,6.47106e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.79085,6.47106e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.794118,6.29188e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.797386,6.11766e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.800654,6.03237e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.803922,5.86533e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.80719,5.62341e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.810458,5.4677e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.813725,5.1691e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.816993,5.02596e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.820261,4.81867e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.823529,4.68524e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.826797,4.61992e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.830065,4.49199e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.833333,4.49199e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.836601,4.49199e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.839869,4.61992e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.843137,4.81867e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.846405,5.02596e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.849673,5.39147e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.852941,5.86533e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.856209,6.38084e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.859477,6.94166e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.862745,7.65855e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.866013,8.10096e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.869281,8.2155e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.872549,9.7231e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.875817,9.58754e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.879085,9.45387e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.882353,9.1921e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.885621,8.93757e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.888889,8.69009e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.892157,8.44947e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.895425,8.2155e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.898693,7.87665e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.901961,7.65855e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.905229,7.65855e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.908497,7.55177e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.911765,7.55177e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.915033,7.65855e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.918301,7.87665e+09
PNDI2ODT2_Tang2022_CB_65nm,PNDI2ODT2_Tang2022_CB_65nm_spincoat_GIWAXS_1d_linecut_inplane,250C,1/A,arb,0.921569,7.98802e+09
